id,pH,EC,OC,N,P,K,S,Ca,Mg,Zn,Cu,Fe,Mn,B,Mo,Tex,District,label
2434,6.377868306,0.608447082,17.61383044,507.212052,28.6149504,97.70070652,469.891762,45,1.397689416,0.949242334,30.30783834,23.73592312,8.216677689,0.597689416,0.663717677,13,1,8
2435,7.029708111,0.823677206,16.21175991,509.3828015,26.89925884,103.542667,445.2940336,96,1.440735441,0.777058235,15.04494782,9.174067867,8.59794248,0.640735441,0.940442122,17,1,8
2436,6.967564023,0.803157932,16.34542833,509.17585,27.06282677,102.9857153,447.6390935,91,1.436631586,0.793473654,16.5000575,10.56234334,8.561594051,0.636631586,0.914060198,16,1,8
2437,6.301716563,0.583302639,17.77762852,506.9584523,28.81538754,97.01821448,472.7654127,39,1.392660528,0.969357889,32.09093858,25.43712432,8.172136103,0.592660528,0.631389107,13,1,8
2438,6.390851873,0.612734109,17.58590352,507.2552897,28.58077667,97.81706867,469.4018161,46,1.398546822,0.945812713,30.0038269,23.44587514,8.22427185,0.598546822,0.669229569,13,1,8
2439,6.482230572,0.642906321,17.38935311,507.559598,28.34026104,98.63602871,465.9535633,53,1.404581264,0.921674943,27.86418604,21.40450949,8.277719768,0.604581264,0.708022413,14,1,8
2440,6.634443821,0.693165413,17.06195103,508.0664969,27.93962428,100.0002041,460.2096671,65,1.414633083,0.88146767,24.30009845,18.00412294,8.36675016,0.614633083,0.772641245,14,1,8
2441,6.462318884,0.636331707,17.43218202,507.4932884,28.39267011,98.4575749,466.7049478,51,1.403266341,0.926934634,28.3304201,21.84932909,8.266073309,0.603266341,0.699569337,13,1,8
2442,7.143311339,0.861187706,15.9674058,509.7611217,26.60024657,104.5608092,441.0071193,105,1.448237541,0.747049835,12.38491752,6.636214617,8.664389651,0.648237541,0.988669908,17,1,8
2443,6.77284646,0.738864397,16.76425478,508.5274038,27.57533809,101.2406051,454.986926,76,1.423772879,0.844908482,21.0593876,14.91226021,8.447702647,0.623772879,0.831397082,15,1,8
2444,6.796704036,0.746741899,16.71293849,508.606854,27.51254315,101.454423,454.0866401,78,1.42534838,0.838606481,20.50076021,14.37929097,8.461657078,0.62534838,0.841525298,15,1,8
2445,7.113175531,0.851237204,16.03222622,509.6607638,26.67956629,104.2907241,442.1443196,103,1.446247441,0.755010237,13.09055031,7.309437198,8.646763046,0.646247441,0.975876405,17,1,8
2446,6.897190544,0.779921406,16.4967977,508.941493,27.24805508,102.3550096,450.2946964,86,1.431984281,0.812062875,18.14785914,12.13446029,8.520432205,0.631984281,0.884184665,16,1,8
2447,6.892975987,0.778529807,16.50586297,508.9274578,27.25914811,102.3172376,450.4537364,86,1.431705961,0.813176154,18.24654341,12.22861192,8.517967086,0.631705961,0.882395466,16,1,8
2448,6.656326141,0.700390707,17.0148834,508.1393691,27.88202837,100.1963192,459.3839192,67,1.416078141,0.875687435,23.78772188,17.51528018,8.379549252,0.616078141,0.781930909,15,1,8
2449,6.149244193,0.532957988,18.10558796,506.4506906,29.21670632,95.65171683,478.519087,27,1.382591598,1.009633609,35.66109351,28.84329953,8.082954151,0.582591598,0.566660271,12,1,8
2450,7.014237677,0.818569044,16.24503594,509.3312821,26.93997819,103.4040169,445.8778235,95,1.439713809,0.781144765,15.4071895,9.519671526,8.588893735,0.639713809,0.933874485,17,1,8
2451,7.064358203,0.835118275,16.13722952,509.4981929,26.80805718,103.8532103,443.9864829,99,1.443023655,0.76790538,14.23361263,8.39999787,8.618209515,0.643023655,0.955152068,17,1,8
2452,6.644198042,0.696386146,17.04097025,508.0989803,27.91395044,100.087624,459.8415833,66,1.415277229,0.878891083,24.07170246,17.78621733,8.372455458,0.615277229,0.776782188,15,1,8
2453,6.803435553,0.748964569,16.69845938,508.6292712,27.49482529,101.5147526,453.8326207,78,1.425792914,0.836828345,20.34314111,14.22891143,8.46559438,0.625792914,0.844383018,15,1,8
2454,6.588363164,0.677950101,17.16106791,507.9130396,28.06091205,99.58721703,461.9485599,61,1.41159002,0.893639919,25.37908139,19.03354744,8.339797322,0.61159002,0.753078702,14,1,8
2455,6.590120865,0.678530474,17.1572872,507.9188931,28.05628565,99.60297002,461.8822315,62,1.411706095,0.893175621,25.33792465,18.99428105,8.340825412,0.611706095,0.753824896,14,1,8
2456,6.626159102,0.690429892,17.07977099,508.0389072,27.96143029,99.92595422,460.522298,64,1.414085978,0.883656086,24.49408593,18.18920044,8.36190438,0.614085978,0.769124147,14,1,8
2457,7.069367817,0.836772392,16.12645413,509.5148758,26.7948715,103.8981078,443.7974409,100,1.443354478,0.766582086,14.11631205,8.288084988,8.621139667,0.643354478,0.95727879,17,1,8
2458,6.567734434,0.671138728,17.20543914,507.844342,28.11520842,99.40233691,462.7270025,60,1.410227746,0.899089018,25.86210505,19.49438548,8.327731461,0.610227746,0.744321222,14,1,8
2459,6.808867461,0.750758124,16.68677565,508.6473605,27.4805281,101.5634348,453.627643,79,1.426151625,0.835393501,20.21595246,14.10756463,8.468771534,0.626151625,0.846689017,15,1,8
2460,6.127791309,0.525874489,18.1517319,506.3792484,29.27317193,95.45945041,479.3286299,25,1.381174898,1.015300409,36.16341483,29.32254888,8.070406237,0.581174898,0.557552914,12,1,8
2461,6.228221458,0.559035387,17.93571233,506.7136998,29.0088322,96.35953194,475.5388129,33,1.387807077,0.98877169,33.8118334,27.07897723,8.1291484,0.587807077,0.600188355,12,1,8
2462,6.286586417,0.578306836,17.81017261,506.9080661,28.85521122,96.88261411,473.3363616,37,1.391661367,0.973354531,32.44521239,25.77512608,8.163286395,0.591661367,0.624965932,12,1,8
2463,6.579038986,0.674871363,17.18112369,507.8819883,28.08545399,99.50365129,462.3004156,61,1.410974273,0.896102909,25.5974079,19.24184605,8.334343558,0.610974273,0.749120324,14,1,8
2464,6.343102777,0.596967898,17.68860912,507.0962762,28.7064559,97.38912866,471.2036688,42,1.39539358,0.958425682,31.12187649,24.51257193,8.196343133,0.59539358,0.648958726,13,1,8
2465,6.873370846,0.772056411,16.54803252,508.8621689,27.31075032,102.1415312,451.193553,84,1.430411282,0.818354871,18.70559962,12.66658336,8.506499929,0.630411282,0.874072529,16,1,8
2466,6.402285597,0.616509395,17.56131022,507.2933662,28.55068225,97.91954073,468.9703548,47,1.399301879,0.942792484,29.73610517,23.19045006,8.2309595,0.599301879,0.674083508,13,1,8
2467,6.458420852,0.635044621,17.44056647,507.4803072,28.40293002,98.42263971,466.8520433,51,1.403008924,0.927964303,28.42169289,21.93640965,8.263793328,0.603008924,0.697914513,13,1,8
2468,6.873795235,0.77219654,16.54711968,508.8635822,27.3096333,102.1453347,451.1775383,84,1.430439308,0.818242768,18.69566251,12.65710267,8.506748156,0.630439308,0.874252694,16,1,8
2469,7.037701668,0.826316589,16.19456622,509.4094216,26.87821919,103.6143074,444.9923899,97,1.441263318,0.774946729,14.85777792,8.995494805,8.602617957,0.641263318,0.943835614,17,1,8
2470,6.642409842,0.695795703,17.04481657,508.0930252,27.91865711,100.0715976,459.9090626,66,1.415159141,0.879363438,24.11357332,17.82616503,8.37140953,0.615159141,0.776023046,15,1,8
2471,6.650948845,0.698615185,17.02644966,508.1214617,27.89618181,100.1481264,459.5868361,66,1.415723037,0.877107852,23.91363177,17.63540695,8.376404041,0.615723037,0.779648094,15,1,8
2472,6.962185396,0.80138197,16.35699745,509.1579382,27.07698372,102.9375106,447.8420605,91,1.436276394,0.794894424,16.62599856,10.68249983,8.558448062,0.636276394,0.911776819,16,1,8
2473,6.110063287,0.520020897,18.18986387,506.3202108,29.31983342,95.3005672,479.9976118,24,1.380004179,1.019983283,36.57851812,29.71858619,8.060037017,0.580004179,0.550026867,12,1,8
2474,6.705207958,0.71653093,16.90974137,508.3021548,27.75336773,100.6344109,457.5393223,71,1.419306186,0.862775256,22.64314951,16.42327883,8.408140504,0.619306186,0.802682624,15,1,8
2475,6.68440692,0.709662662,16.95448323,508.2328834,27.80811763,100.4479865,458.3242672,69,1.417932532,0.86826987,23.13020777,16.88796616,8.395973859,0.617932532,0.793851994,15,1,8
2476,6.558280408,0.668017116,17.22577422,507.8128583,28.14009213,99.31760743,463.0837582,59,1.409603423,0.901586307,26.08347195,19.70558484,8.322201748,0.609603423,0.74030772,14,1,8
2477,6.129169791,0.526329648,18.14876686,506.383839,29.26954366,95.47180473,479.2766117,25,1.38126593,1.014936282,36.13113754,29.2917541,8.071212519,0.58126593,0.558138119,12,1,8
2478,7.087741535,0.842839186,16.0869333,509.5760638,26.74651049,104.0627779,443.104093,101,1.444567837,0.761728651,13.68608972,7.87762307,8.631886558,0.644567837,0.965078953,17,1,8
2479,6.965588706,0.802505705,16.34967712,509.1692718,27.06802595,102.968012,447.7136337,91,1.436501141,0.793995436,16.54630974,10.60647117,8.560438677,0.636501141,0.91322162,16,1,8
2480,6.237139478,0.561980016,17.91653018,506.7433984,28.9853593,96.43945758,475.2022839,34,1.388396003,0.986415987,33.60301713,26.87975204,8.1343646,0.588396003,0.603974307,12,1,8
2481,7.080162596,0.840336706,16.10323517,509.5508245,26.76645883,103.9948535,443.3900907,100,1.444067341,0.763730635,13.86355128,8.046933699,8.627453594,0.644067341,0.96186148,17,1,8
2482,6.488361598,0.644930716,17.37616562,507.5800155,28.32412372,98.69097659,465.7222038,53,1.404986143,0.920055427,27.72062748,21.26754467,8.28130584,0.604986143,0.710625207,14,1,8
2483,6.756128368,0.733344273,16.80021445,508.4717294,27.61934137,101.0907731,455.6177974,75,1.422668855,0.849324582,21.4508433,15.28573607,8.43792414,0.622668855,0.824299779,15,1,8
2484,6.474231189,0.640265015,17.40655933,507.5329586,28.36131602,98.56433613,466.2554268,52,1.404053003,0.923787988,28.05149235,21.58321268,8.273040884,0.604053003,0.704626448,14,1,8
2485,6.619807913,0.688332801,17.09343204,508.0177565,27.9781471,99.86903318,460.7619655,64,1.41366656,0.885333759,24.64279962,18.3310836,8.358189534,0.61366656,0.766427888,14,1,8
2486,6.964477237,0.80213871,16.35206783,509.1655704,27.07095142,102.9580507,447.7555759,91,1.436427742,0.794289032,16.57233488,10.63130096,8.559788573,0.636427742,0.912749771,16,1,8
2487,6.582399603,0.675981001,17.17389519,507.8931798,28.07660859,99.53377003,462.1735999,61,1.4111962,0.895215199,25.51871873,19.16677113,8.336309202,0.6111962,0.750547001,14,1,8
2488,6.743133947,0.729053662,16.82816472,508.4284555,27.65354367,100.9743137,456.108153,74,1.421810732,0.852757071,21.75510891,15.57602655,8.430323629,0.621810732,0.818783279,15,1,8
2489,6.449724293,0.632173116,17.45927228,507.451346,28.42582002,98.34469885,467.1802154,50,1.402434623,0.930261508,28.62532364,22.1306875,8.258706662,0.602434623,0.694222577,13,1,8
2490,6.315956571,0.588004528,17.74699907,507.0058742,28.77790676,97.14583719,472.2280539,40,1.393600906,0.965596377,31.75750746,25.11900792,8.180465164,0.593600906,0.637434393,13,1,8
2491,6.956914202,0.799641482,16.36833549,509.1403841,27.0908579,102.8902688,448.0409735,91,1.435928296,0.796286815,16.74942406,10.80025632,8.555364911,0.635928296,0.909539048,16,1,8
2492,6.441566823,0.629479611,17.47681853,507.4241801,28.4472911,98.27158945,467.4880444,50,1.401895922,0.932416311,28.81633157,22.3129223,8.253935311,0.601895922,0.6907595,13,1,8
2493,6.140969195,0.530225677,18.12338702,506.4231333,29.23848674,95.5775541,478.8313511,26,1.382045135,1.011819458,35.85485339,29.02815988,8.078114057,0.582045135,0.5631473,12,1,8
2494,6.380297236,0.609249087,17.60860595,507.2201408,28.60855728,97.72247523,469.8001043,45,1.397849817,0.94860073,30.25096472,23.68166175,8.218098383,0.597849817,0.664748827,13,1,8
2495,7.14497729,0.861737784,15.96382243,509.7666697,26.59586166,104.5757399,440.9442532,106,1.448347557,0.746609772,12.34590911,6.598997897,8.665364075,0.648347557,0.989377151,17,1,8
2496,6.82371122,0.755659365,16.65484756,508.696793,27.4414582,101.6964685,453.0675011,80,1.427131873,0.831472508,19.86838445,13.77596066,8.477453733,0.627131873,0.852990612,16,1,8
2497,6.238674235,0.562486776,17.913229,506.7485095,28.9813197,96.45321248,475.1443685,34,1.388497355,0.986010579,33.56708065,26.84546615,8.135262288,0.588497355,0.604625854,12,1,8
2498,6.126895843,0.525578816,18.153658,506.3762663,29.27552887,95.45142501,479.362421,25,1.381115763,1.015536947,36.18438224,29.34255324,8.069882474,0.581115763,0.557172764,12,1,8
2499,6.432571407,0.626509427,17.49616716,507.3942236,28.47096771,98.19097016,467.8274941,49,1.401301885,0.934792459,29.02696008,22.5138765,8.248673842,0.601301885,0.686940692,13,1,8
2500,6.957097968,0.799702159,16.36794022,509.1409961,27.09037422,102.8919157,448.0340389,91,1.435940432,0.796238273,16.74512117,10.79615106,8.555472396,0.635940432,0.909617062,16,1,8
2501,6.281083226,0.576489744,17.82200966,506.8897394,28.86969604,96.83329306,473.5440292,37,1.391297949,0.974808204,32.57407012,25.89806529,8.160067547,0.591297949,0.622629671,12,1,8
2502,6.501828943,0.649377481,17.34719812,507.6248643,28.28867665,98.81167449,465.2140022,55,1.405875496,0.916498015,27.40528834,20.96668928,8.289182966,0.605875496,0.716342476,14,1,8
2503,6.562642156,0.669457316,17.21639234,507.8273838,28.12861168,99.35669857,462.9191639,59,1.409891463,0.900434147,25.98134121,19.60814504,8.324752959,0.609891463,0.742159406,14,1,8
2504,7.063889084,0.834963377,16.13823857,509.4966306,26.80929194,103.8490059,444.0041855,99,1.442992675,0.768029299,14.24459711,8.410477821,8.617935125,0.642992675,0.954952913,17,1,8
2505,6.808628268,0.750679145,16.68729014,508.646564,27.48115767,101.5612911,453.6366691,79,1.426135829,0.835456684,20.22155319,14.11290812,8.468631629,0.626135829,0.846587472,15,1,8
2506,6.242682478,0.563810252,17.9046075,506.7618577,28.97076971,96.48913541,474.9931141,34,1.38876205,0.984951798,33.47322727,26.75592352,8.137606732,0.58876205,0.606327467,12,1,8
2507,6.66388392,0.7028862,16.99862704,508.164538,27.86213572,100.264054,459.09872,67,1.41657724,0.87369104,23.61075577,17.34644225,8.38396984,0.61657724,0.7851394,15,1,8
2508,6.520546916,0.655557944,17.30693682,507.6871987,28.23940953,98.9794299,464.5076636,56,1.407111589,0.911553645,26.96700524,20.54853683,8.300131215,0.607111589,0.724288785,14,1,8
2509,6.908703699,0.78372292,16.47203355,508.979834,27.21775158,102.4581935,449.8602378,87,1.432744584,0.809021664,17.87827753,11.87726076,8.527166315,0.632744584,0.889072325,16,1,8
2510,6.613587092,0.686278757,17.10681267,507.99704,27.99452077,99.81328054,460.9967135,63,1.413255751,0.886976995,24.78846073,18.4700544,8.354550941,0.613255751,0.763786973,14,1,8
2511,6.793032076,0.745529459,16.72083667,508.5946257,27.52220803,101.4215139,454.2252047,78,1.425105892,0.839576433,20.5867395,14.46132117,8.459509328,0.625105892,0.839966447,15,1,8
2512,6.628401647,0.691170355,17.0749474,508.0463753,27.95552774,99.94605249,460.4376737,65,1.414234071,0.883063716,24.44157654,18.13910284,8.363216058,0.614234071,0.770076171,14,1,8
2513,7.001017116,0.814203765,16.27347262,509.2872551,26.97477571,103.2855308,446.3767126,94,1.438840753,0.784636988,15.71675018,9.81501387,8.581160954,0.638840753,0.928261983,17,1,8
2514,7.160030674,0.866708241,15.93144346,509.8168003,26.55624002,104.7106523,440.376201,107,1.449341648,0.742633407,11.99343271,6.262710979,8.674168885,0.649341648,0.995767739,17,1,8
2515,6.302774008,0.583651795,17.77535402,506.9619738,28.81260426,97.02769158,472.7255091,39,1.392730359,0.969078564,32.06617841,25.4135014,8.172754609,0.592730359,0.631838022,13,1,8
2516,7.147040765,0.86241912,15.95938402,509.7735414,26.59043044,104.5942333,440.8663862,106,1.448483824,0.746064704,12.29759266,6.552900656,8.666571013,0.648483824,0.990253155,17,1,8
2517,6.573541448,0.673056138,17.19294858,507.8636805,28.09992393,99.4543809,462.5078699,60,1.410611228,0.897555089,25.72613327,19.36465898,8.331128017,0.610611228,0.746786464,14,1,8
2518,6.139865616,0.529861288,18.12576075,506.4194581,29.24139145,95.56766354,478.8729956,26,1.381972258,1.012110969,35.88069379,29.05281342,8.077468568,0.581972258,0.562678799,12,1,8
2519,6.581520077,0.675690592,17.175787,507.8902508,28.07892357,99.52588748,462.2067895,61,1.411138118,0.895447527,25.53931291,19.18641941,8.335794762,0.611138118,0.750173618,14,1,8
2520,6.978185594,0.806665055,16.32258193,509.2112218,27.03486999,103.0809086,447.2382795,92,1.437333011,0.790667956,16.25135241,10.32506144,8.567806668,0.637333011,0.918569356,16,1,8
2521,6.70642822,0.716933846,16.90711666,508.3062185,27.75015591,100.6453473,457.4932747,71,1.419386769,0.862452923,22.61457697,16.39601864,8.408854242,0.619386769,0.803200659,15,1,8
2522,6.844611651,0.762560451,16.60989192,508.7663954,27.38644669,101.8837837,452.2788056,82,1.42851209,0.825951639,19.37899888,13.30905292,8.489678513,0.62851209,0.861863437,16,1,8
2523,6.526635451,0.657568309,17.29384073,507.7074747,28.22338405,99.03399697,464.2779075,57,1.407513662,0.909945353,26.82444161,20.41252124,8.303692434,0.607513662,0.726873541,14,1,8
2524,6.62885549,0.691320209,17.07397121,508.0478867,27.95433319,99.95011996,460.4205475,65,1.414264042,0.882943833,24.43094975,18.12896414,8.363481513,0.614264042,0.77026884,14,1,8
2525,6.327477034,0.591808454,17.72221921,507.0442396,28.74758403,97.24908662,471.7933195,41,1.394361691,0.962553236,31.48775474,24.86164514,8.187203548,0.594361691,0.642325156,13,1,8
2526,6.733389303,0.725836091,16.8491249,508.396004,27.67919231,100.8869796,456.4758754,73,1.421167218,0.855331127,21.98328066,15.79371821,8.424623932,0.621167218,0.814646402,15,1,8
2527,6.676446048,0.707034073,16.97160661,508.2063722,27.82907125,100.3766391,458.6246774,68,1.417406815,0.870372742,23.31661234,17.06580903,8.3913175,0.617406815,0.790472379,15,1,8
2528,6.962218307,0.801392837,16.35692666,509.1580478,27.0768971,102.9378056,447.8408186,91,1.436278567,0.79488573,16.62522794,10.68176461,8.558467312,0.636278567,0.911790791,16,1,8
2529,6.269877318,0.57278968,17.84611294,506.8524216,28.89919083,96.73286276,473.9668937,36,1.390557936,0.977768256,32.83645752,26.14840105,8.153513148,0.590557936,0.617872446,12,1,8
2530,7.080434351,0.840426437,16.10265064,509.5517295,26.76574355,103.997289,443.3798358,100,1.444085287,0.763658851,13.85718812,8.040862804,8.627612545,0.644085287,0.961976847,17,1,8
2531,6.514716323,0.653632748,17.3194781,507.6677817,28.25475609,98.9271746,464.7276859,56,1.40672655,0.913093801,27.10352911,20.67879006,8.296720868,0.60672655,0.721813533,14,1,8
2532,6.345307382,0.597695834,17.68386714,507.103618,28.70065321,97.40888692,471.1204761,42,1.395539167,0.957843333,31.07025545,24.46332188,8.19763262,0.595539167,0.649894643,13,1,8
2533,6.716485864,0.720254767,16.88548323,508.3397124,27.72368343,100.7354865,457.113741,72,1.420050953,0.859796187,22.37907627,16.17133465,8.414737015,0.620050953,0.807470414,15,1,8
2534,6.141676932,0.530459364,18.12186471,506.4254902,29.23662392,95.58389703,478.8046441,26,1.382091873,1.011632509,35.83828165,29.01234929,8.078528017,0.582091873,0.563447754,12,1,8
2535,7.108735149,0.84977104,16.04177723,509.6459765,26.69125371,104.2509282,442.3118812,103,1.445954208,0.756183168,13.19452226,7.408633643,8.644165842,0.645954208,0.973991337,17,1,8
2536,6.427284667,0.624763805,17.50753864,507.3766178,28.48488281,98.143589,468.0269937,49,1.400952761,0.936188956,29.15074959,22.63198027,8.245581598,0.600952761,0.684696321,13,1,8
